run_id,method,budget,seed_label,round_idx,train_size_before,selected_count,disagreement_metric,mean_disagreement,max_disagreement,mean_score,max_score,p90_score,selected_mean_score,selected_min_score,selected_max_score,preselect_size,eval_mse,eval_rmse,marker_pca_components,hybrid_marker_pca_components,marker_diversity_weight,marker_sparsity_weight,mean_selected_to_train_distance,mean_marker_diversity,p90_marker_diversity,max_marker_diversity,mean_marker_sparsity,p90_marker_sparsity,max_marker_sparsity,mean_selected_marker_diversity,mean_selected_marker_sparsity,mean_selected_hybrid_diversity,mean_selected_hybrid_sparsity,mean_selected_hybrid_uncertainty,mean_selected_hybrid_score,train_seconds,candidate_generation_seconds,candidate_simulation_seconds,acquisition_seconds,selected_simulation_seconds,eval_seconds,round_seconds
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,0,64,64,member_l2_mean,1.0028438568115234,2.17692494392395,1.0028438568115234,2.17692494392395,1.4207608699798584,1.8106980323791504,1.566563606262207,2.17692494392395,,0.003785892855376005,0.06152960958250918,,,,,,,,,,,,,,,,,,3.058433127007447,0.0009466629708185792,0.0,0.44575105293188244,0.18861862702760845,0.020050229039043188,3.7927908659912646
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,1,128,64,member_l2_mean,0.8821519017219543,1.529523253440857,0.8821519017219543,1.529523253440857,1.1655607223510742,1.3912116289138794,1.3153400421142578,1.529523253440857,,0.0025652351323515177,0.05064815033494824,,,,,,,,,,,,,,,,,,2.4035149859264493,0.0008867200231179595,0.0,0.45309200300835073,0.18928337702527642,0.027323603979311883,3.154292993946001
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,2,192,64,member_l2_mean,0.6106863021850586,1.2034186124801636,0.6106863021850586,1.2034186124801636,0.8055693507194519,0.9564037919044495,0.8220038414001465,1.2034186124801636,,0.0011277456069365144,0.03358192381232073,,,,,,,,,,,,,,,,,,3.598280151025392,0.0012178890174254775,0.0,0.4370116980280727,0.17061940592247993,0.020294594927690923,4.308313401998021
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,3,256,64,member_l2_mean,0.5087113976478577,0.826785147190094,0.5087113976478577,0.826785147190094,0.6318368911743164,0.7247124910354614,0.6526647806167603,0.826785147190094,,0.0006105905631557107,0.024710130779818037,,,,,,,,,,,,,,,,,,4.772217709920369,0.0011073220521211624,0.0,0.44446680694818497,0.1844213850563392,0.027383481967262924,5.509689124999568
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,4,320,64,member_l2_mean,0.45810583233833313,0.896756649017334,0.45810583233833313,0.896756649017334,0.5815516114234924,0.6830366849899292,0.5924654603004456,0.896756649017334,,0.00038279296131804585,0.019565095484511335,,,,,,,,,,,,,,,,,,5.949995546019636,0.0008988839108496904,0.0,0.4397617799695581,0.19410997699014843,0.020899366005323827,6.686438682954758
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,5,384,64,member_l2_mean,0.5835371613502502,0.87851881980896,0.5835371613502502,0.87851881980896,0.695390522480011,0.7890992164611816,0.7252905964851379,0.87851881980896,,0.00022277914104051888,0.014925787786261697,,,,,,,,,,,,,,,,,,7.152319031069055,0.0012130220420658588,0.0,0.5619577069301158,0.18186446407344192,0.020455160061828792,7.999645360046998
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,6,448,64,member_l2_mean,0.4646362066268921,0.8703519701957703,0.4646362066268921,0.8703519701957703,0.5802233219146729,0.6541128158569336,0.5840027332305908,0.8703519701957703,,0.0001380257454002276,0.011748435870371323,,,,,,,,,,,,,,,,,,8.330050079966895,0.0011403770186007023,0.0,0.43482310604304075,0.18271264201030135,0.021492970059625804,9.05202001600992
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,7,512,64,member_l2_mean,0.426285982131958,0.6589686870574951,0.426285982131958,0.6589686870574951,0.5127630233764648,0.587654709815979,0.5368433594703674,0.6589686870574951,,0.00015888275811448693,0.012604870412443236,,,,,,,,,,,,,,,,,,9.522726646042429,0.000936741940677166,0.0,0.44122967100702226,0.18226802407298237,0.025267694029025733,10.253942873911
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,8,576,64,member_l2_mean,0.4093599319458008,0.5977376103401184,0.4093599319458008,0.5977376103401184,0.4856257736682892,0.5441361665725708,0.4955449104309082,0.5977376103401184,,0.00010419236059533432,0.010207465924279851,,,,,,,,,,,,,,,,,,10.708301966893487,0.001177040976472199,0.0,0.4503845169674605,0.19569629000034183,0.023401577956974506,11.461029255995527
qbc_deep_ensemble_b1024_s02,qbc_deep_ensemble,b1024,s02,9,640,64,member_l2_mean,0.7833207249641418,1.104210376739502,0.7833207249641418,1.104210376739502,0.9277540445327759,1.0137875080108643,0.9601903557777405,1.104210376739502,,0.00011598511628108099,0.010769638632799198,,,,,,,,,,,,,,,,,,11.884934636997059,0.0008604769827798009,0.0,0.4504032589029521,0.2017526050331071,0.02369556704070419,12.643454762990586
