row_idx	cfg_id	method	preset	budget	seed	experiment_id	model_flag	skip_preprocess	skip_baseline	baseline_epochs	run_root	stage1_overrides	stage2_overrides	stage3_overrides
0	cfg_00000_216d241ead	marker_directed	default	b4096	s01	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00000_216d241ead	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=2048;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
1	cfg_00001_6aa2e36bac	marker_directed	default	b4096	s01	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00001_6aa2e36bac	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=4096;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
2	cfg_00002_31ff03175d	marker_directed	default	b4096	s01	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00002_31ff03175d	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=8192;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
3	cfg_00003_1950e7f302	marker_directed	default	b4096	s02	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00003_1950e7f302	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=2048;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
4	cfg_00004_92bb6bd136	marker_directed	default	b4096	s02	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00004_92bb6bd136	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=4096;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
5	cfg_00005_8cb22487d1	marker_directed	default	b4096	s02	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00005_8cb22487d1	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=8192;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
6	cfg_00006_028ffd0fa0	marker_directed	default	b4096	s03	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00006_028ffd0fa0	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=2048;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
7	cfg_00007_cbf64f5c56	marker_directed	default	b4096	s03	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00007_cbf64f5c56	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=4096;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
8	cfg_00008_cdabb4b037	marker_directed	default	b4096	s03	thesis_marker_hpo_stage2	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/marker_directed/stage2_schedule_search/marker_directed_schedule_search_20260301_212634/runs/cfg_00008_cdabb4b037	active.candidate_method=lhs;;active.log_every=5;;active.marker.greedy_score_weight=0.9;;active.marker.include_anchor_state_markers=true;;active.marker.k_density=20;;active.marker.pca_explained_variance=0.9;;active.marker.preselect_factor=3;;active.marker.settling_fraction=0.05;;active.marker.weights.diversity=0.8;;active.marker.weights.sparsity=0.4;;qbc_K=128;;qbc_P=8192;;qbc_T=31;;qbc_enable_logging=true;;qbc_n0=128		
