dataset_id,method,budget,dataset_seed_label,round_idx,train_size_before,selected_count,disagreement_metric,mean_disagreement,max_disagreement,mean_score,max_score,p90_score,selected_mean_score,selected_min_score,selected_max_score,preselect_size,eval_mse,eval_rmse,marker_pca_components,hybrid_marker_pca_components,marker_diversity_weight,marker_sparsity_weight,mean_selected_to_train_distance,mean_marker_diversity,p90_marker_diversity,max_marker_diversity,mean_marker_sparsity,p90_marker_sparsity,max_marker_sparsity,mean_selected_marker_diversity,mean_selected_marker_sparsity,mean_selected_hybrid_diversity,mean_selected_hybrid_sparsity,mean_selected_hybrid_uncertainty,mean_selected_hybrid_score,train_seconds,candidate_generation_seconds,candidate_simulation_seconds,acquisition_seconds,selected_simulation_seconds,eval_seconds,round_seconds
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,0,128,128,member_l2_mean,0.6757730841636658,0.6760996580123901,0.6757730841636658,0.6760996580123901,0.6758980751037598,0.6759592294692993,0.6758114099502563,0.6760996580123901,,0.23590730130672455,0.48570289406871414,,,,,,,,,,,,,,,,,,6.966087807028089,0.0011042950209230185,0.0,2.107056080014445,0.3396785520017147,0.07647952099796385,9.751273736997973
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,1,256,128,member_l2_mean,1.2672119140625,1.3007649183273315,1.2672119140625,1.3007649183273315,1.2697398662567139,1.2736600637435913,1.266453504562378,1.3007649183273315,,0.285113662481308,0.533960356657035,,,,,,,,,,,,,,,,,,10.504276135994587,0.0013693150249309838,0.0,2.105538156989496,0.355081777961459,0.06958973099244758,13.297791660996154
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,2,384,128,member_l2_mean,1.2889221906661987,1.289379358291626,1.2889221906661987,1.289379358291626,1.289211392402649,1.2892687320709229,1.2891132831573486,1.289379358291626,,0.25003936886787415,0.5000393673180884,,,,,,,,,,,,,,,,,,15.393912914965767,0.0013351530069485307,0.0,2.105860122013837,0.3619401709875092,0.07542674202704802,18.204952859028708
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,3,512,128,member_l2_mean,14.861227035522461,25.194660186767578,14.861227035522461,25.194660186767578,21.37511444091797,23.608558654785156,22.317338943481445,25.194660186767578,,0.1450585126876831,0.3808654784667194,,,,,,,,,,,,,,,,,,19.78967636002926,0.0012891420046798885,0.0,2.1780388960032724,0.3378530289628543,0.07194275100482628,22.643434397992678
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,4,640,128,member_l2_mean,20.15015411376953,28.765060424804688,20.15015411376953,28.765060424804688,25.922935485839844,26.9105167388916,25.13129425048828,28.765060424804688,,0.14490002393722534,0.38065735765544495,,,,,,,,,,,,,,,,,,24.13169910601573,0.0012505609774962068,0.0,2.0238257229793817,0.33088073699036613,0.06957388803130016,26.84576388297137
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,5,768,128,member_l2_mean,10.374744415283203,24.18489646911621,10.374744415283203,24.18489646911621,17.191076278686523,19.424768447875977,15.41227912902832,24.18489646911621,,0.015031485818326473,0.12260296007163315,,,,,,,,,,,,,,,,,,28.79948530701222,0.0011666740174405277,0.0,2.02449813002022,0.3303164819953963,0.0729811200289987,31.51261059596436
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,6,896,128,member_l2_mean,2.5687527656555176,5.687509059906006,2.5687527656555176,5.687509059906006,3.255566358566284,3.375248670578003,2.791032314300537,5.687509059906006,,0.0037307448219507933,0.06107982336214467,,,,,,,,,,,,,,,,,,33.79873324499931,0.0010831779800355434,0.0,2.0423773279762827,0.3137958730221726,0.0682544150040485,36.48898729903158
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,7,1024,128,member_l2_mean,7.52559757232666,15.780858993530273,7.52559757232666,15.780858993530273,11.852941513061523,13.267372131347656,9.897735595703125,15.780858993530273,,0.00462964316830039,0.06804148123240991,,,,,,,,,,,,,,,,,,38.473402552015614,0.0010422460036352277,0.0,2.0253490750328638,0.3110655969940126,0.06550245499238372,41.14566946099512
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,8,1152,128,member_l2_mean,2.825986385345459,5.114163398742676,2.825986385345459,5.114163398742676,3.5644750595092773,3.740882396697998,3.068716049194336,5.114163398742676,,0.0025807933416217566,0.05080150924551117,,,,,,,,,,,,,,,,,,43.451805093034636,0.0012349700555205345,0.0,2.0272722110385075,0.30600400402909145,0.06487174599897116,46.12195789703401
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,9,1280,128,member_l2_mean,1.7197946310043335,3.0595500469207764,1.7197946310043335,3.0595500469207764,2.168144702911377,2.4178342819213867,1.8437108993530273,3.0595500469207764,,0.00046875665429979563,0.021650788768536718,,,,,,,,,,,,,,,,,,50.4269564540009,0.0012619009939953685,0.0,2.2522188650327735,0.3543046390404925,0.06662698404397815,53.37842013896443
qbc_deep_ensemble_b4096_s02,qbc_deep_ensemble,b4096,s02,10,1408,128,member_l2_mean,1.4018489122390747,2.0320639610290527,1.4018489122390747,2.0320639610290527,1.6603789329528809,1.7699971199035645,1.5316377878189087,2.0320639610290527,,0.0002575960534159094,0.01604979917057872,,,,,,,,,,,,,,,,,,54.00732205196982,0.0013467370299622416,0.0,2.064660208998248,0.3158734460012056,0.06528527400223538,56.73267166101141
