workflow_id,workflow_version,method,model_flag,preset,stage,stage_role,stage_root,budget,objective_metric,objective_direction,config_group_id,rank,is_winner,is_shortlisted,n_dataset_seeds,dataset_seeds,member_cfg_ids,member_statuses,all_completed,objective_mean,objective_std,objective_min,objective_max,mean_final_round_seconds,mean_final_train_seconds,mean_final_candidate_generation_seconds,mean_final_candidate_simulation_seconds,mean_final_acquisition_seconds,mean_final_selected_simulation_seconds,mean_final_eval_seconds,active.marker.pca_explained_variance,active.marker.k_density,active.marker.preselect_factor,active.marker.greedy_score_weight,active.marker.weights.diversity,active.marker.weights.sparsity
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_a00bd90135,38,False,False,3,s01;;s02;;s03,cfg_00035_aef1351b28;;cfg_00083_f9876961e1;;cfg_00131_27c7b61c29,completed,True,0.0080803079349717,0.0008789914334133179,0.007097840636492597,0.009231092503841706,25.80241916999997,19.494101435644552,0.0008116836349169413,5.608341704704799,0.6708474806897963,0.0,0.023713561667439837,0.95,10,5,0.9,0.8,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_736662c6ac,39,False,False,3,s01;;s02;;s03,cfg_00037_a2c86c98fb;;cfg_00085_9b608ef651;;cfg_00133_590eabf8b9,completed,True,0.008091842236133068,0.0004527972350476224,0.007627651969272404,0.008705949870947879,25.784374474935856,19.589510081685148,0.0008241273074721297,5.583098587308389,0.5820534070177624,0.0,0.024456383970876534,0.95,20,3,0.7,0.6,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_0a87881d29,40,False,False,3,s01;;s02;;s03,cfg_00006_80602130cb;;cfg_00054_87b419945a;;cfg_00102_b873966a7d,completed,True,0.008218914556745845,0.0006214457353057492,0.007426089400779869,0.008943752783765566,25.784292818629183,19.529655888327397,0.0008238750354697307,5.562888345331885,0.6628349426512917,0.0,0.02338595862966031,0.9,10,5,0.7,0.4,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_ad4b6e6010,41,False,False,3,s01;;s02;;s03,cfg_00011_7f0c93b57e;;cfg_00059_081564e877;;cfg_00107_2c9e160322,completed,True,0.008347938880395757,0.0004108058269166183,0.007911990664580796,0.00889848479406672,25.884359790710732,19.555242411675863,0.0008230430151646336,5.6332398796609295,0.6661894746357575,0.0,0.02427486233257999,0.9,10,5,0.9,0.8,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_cf2a86fcf9,42,False,False,3,s01;;s02;;s03,cfg_00022_ee7baeab3c;;cfg_00070_ea022f590f;;cfg_00118_808d21951d,completed,True,0.008359135609933177,0.001074948247888924,0.007519485830349422,0.009876463023272457,25.747137779331144,19.496070164993096,0.0008051980209226409,5.5549040919868276,0.6670959753294786,0.0,0.023627596014800172,0.9,20,5,0.9,0.6,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_ae96b0274b,43,False,False,3,s01;;s02;;s03,cfg_00044_fc98f5d417;;cfg_00092_bfc109afa9;;cfg_00140_161ef97d68,completed,True,0.00840274506271637,0.0005276784547548551,0.008005225149565311,0.009148451329641451,25.90166432899423,19.584984813351184,0.0008171773515641689,5.6175555950030684,0.6684650413614387,0.0,0.025224793003872037,0.95,20,5,0.7,0.8,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_f017f85fd3,44,False,False,3,s01;;s02;;s03,cfg_00015_fea1407f77;;cfg_00063_a1aeac74b4;;cfg_00111_124d8b13a7,completed,True,0.00848376262617521,0.0011339842984570618,0.00726146462278555,0.009994006326387927,25.86994119201942,19.67868871765677,0.0008381879888474941,5.579314806964248,0.5812683983628327,0.0,0.025214009646636743,0.9,20,3,0.9,0.4,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_977133d491,45,False,False,3,s01;;s02;;s03,cfg_00027_3ee4f28858;;cfg_00075_67dbe7c682;;cfg_00123_57d78f24af,completed,True,0.008665713465643892,0.0010006844463758737,0.007600189099526061,0.010005040841811697,25.801409758006532,19.586206492657464,0.0008083266826967398,5.608057222678326,0.5773632616425554,0.0,0.024357354268431664,0.95,10,3,0.9,0.4,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_23ed9d1017,46,False,False,3,s01;;s02;;s03,cfg_00012_04a14ecd99;;cfg_00060_1b1e4816a7;;cfg_00108_214873f958,completed,True,0.008682437651751439,0.001336685790577098,0.00755394439607742,0.010560065634344093,25.94398779833379,19.734926808353823,0.0008381489897146821,5.596779544643748,0.5821582383165756,0.0,0.02462160373882701,0.9,20,3,0.7,0.4,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_21b42a5db6,47,False,False,3,s01;;s02;;s03,cfg_00036_c2ee057005;;cfg_00084_a65645706a;;cfg_00132_4cda50ebcf,completed,True,0.008703230584438986,0.001314956826585412,0.007686552752675905,0.010560065634344093,25.770697263030645,19.568455159392517,0.0008245307253673673,5.594491967698559,0.5785892850253731,0.0,0.023650295644377668,0.95,20,3,0.7,0.4,0.4
marker_directed_sm4_v1,1,marker_directed,SM4,default,stageA_policy,broad_policy_search,/Users/jonaswiendl/local/Repos/ml-surrogates-for-power-systems/results/hpo/marker_directed/stage1_policy_search/marker_directed_policy_search_20260302_112434,b1024,final_eval_rmse,minimize,grp_8292229736,48,False,False,3,s01;;s02;;s03,cfg_00020_1c0f9a07d7;;cfg_00068_2a7ed81e51;;cfg_00116_7b69d4d557,completed,True,0.009422072727373202,0.000672340306203187,0.008770270258047228,0.010347496594430926,25.976352837363567,19.691773249340866,0.000867684332964321,5.588371349692655,0.6662176573493829,0.0,0.024535172968171537,0.9,20,5,0.7,0.8,0.4
