run_id,method,budget,seed_label,round_idx,train_size_before,selected_count,disagreement_metric,mean_disagreement,max_disagreement,mean_score,max_score,p90_score,selected_mean_score,selected_min_score,selected_max_score,preselect_size,eval_mse,eval_rmse,marker_pca_components,hybrid_marker_pca_components,marker_diversity_weight,marker_sparsity_weight,mean_selected_to_train_distance,mean_marker_diversity,p90_marker_diversity,max_marker_diversity,mean_marker_sparsity,p90_marker_sparsity,max_marker_sparsity,mean_selected_marker_diversity,mean_selected_marker_sparsity,mean_selected_hybrid_diversity,mean_selected_hybrid_sparsity,mean_selected_hybrid_uncertainty,mean_selected_hybrid_score,train_seconds,candidate_generation_seconds,candidate_simulation_seconds,acquisition_seconds,selected_simulation_seconds,eval_seconds,round_seconds
marker_directed_b1024_s01,marker_directed,b1024,s01,0,64,64,,,,0.19128870964050293,1.0,0.3313843011856079,0.48526912927627563,0.31237512826919556,1.0,320,,,3,,0.5,0.5,1.8815993092615477,0.7375583507128474,1.305339903103984,4.133048043884563,2.0506636808038587,2.9843523644801446,5.9606537535537765,1.8815993092615477,3.5809884984472173,,,,,0.0,0.000593803939409554,4.098671000916511,0.4874945869669318,0.0,0.0,4.587995175970718
marker_directed_b1024_s01,marker_directed,b1024,s01,1,128,64,,,,0.22380635142326355,1.0,0.32926660776138306,0.38851475715637207,0.30663177371025085,1.0,320,,,3,,0.5,0.5,0.88465095131979,0.4705517275036233,0.7336997012903514,1.9791420695806874,1.3273618040309199,1.7550864615059822,4.218958853080851,0.88465095131979,1.7609500284868875,,,,,0.0,0.0007485459791496396,4.061738956021145,0.49002518597990274,0.0,0.0,4.553823261987418
marker_directed_b1024_s01,marker_directed,b1024,s01,2,192,64,,,,0.3979695439338684,0.8266929388046265,0.5298640131950378,0.6166574358940125,0.5326936841011047,0.8266929388046265,320,,,3,,0.5,0.5,0.6670274823715792,0.4028624131448264,0.6013943898447617,1.0230105267722334,1.1262080147261653,1.331973600021618,2.016000259192041,0.6670274823715792,1.3894808886626477,,,,,0.0,0.0007726049516350031,3.99264155596029,0.48623174405656755,0.0,0.0,4.481024715001695
marker_directed_b1024_s01,marker_directed,b1024,s01,3,256,64,,,,0.4134414792060852,0.8194555044174194,0.5407395362854004,0.6268154382705688,0.5228512287139893,0.8194555044174194,320,,,3,,0.5,0.5,0.591857255679902,0.35855872589972965,0.5287858265989481,0.7827158473670812,1.011672115285048,1.1469436295527364,1.860634074559227,0.591857255679902,1.1791174739705772,,,,,0.0,0.0007751720258966088,3.966083663981408,0.5027420209953561,0.0,0.0,4.471448561991565
marker_directed_b1024_s01,marker_directed,b1024,s01,4,320,64,,,,0.4014354944229126,1.0,0.5191177129745483,0.5996422171592712,0.5107835531234741,1.0,320,,,3,,0.5,0.5,0.5461987184613005,0.3350384544342668,0.48589338583614106,0.7891526976840494,0.9451808342163812,1.0565137759780807,1.6545418751560106,0.5461987184613005,1.0871593518879208,,,,,0.0,0.0007760920561850071,4.023555218009278,0.5134085960453376,0.0,0.0,4.5394436629721895
marker_directed_b1024_s01,marker_directed,b1024,s01,5,384,64,,,,0.362509548664093,1.0,0.45430877804756165,0.5278913974761963,0.4548029899597168,1.0,320,,,3,,0.5,0.5,0.5044855945791279,0.3178632375125129,0.4521909093818757,0.9188515347620434,0.887274049760587,0.985594318033311,1.4932301473567946,0.5044855945791279,1.0098478221743303,,,,,0.0,0.0007917049806565046,4.012440034071915,0.5241591930389404,0.0,0.0,4.539877667906694
marker_directed_b1024_s01,marker_directed,b1024,s01,6,448,64,,,,0.17829343676567078,1.0,0.23445089161396027,0.27069705724716187,0.22391660511493683,1.0,320,,,3,,0.5,0.5,0.4804488602801568,0.299914248506466,0.42855980482134864,1.242537857800807,0.8399250287410838,0.9155903488420216,3.188444407691888,0.4804488602801568,0.9375725231634868,,,,,0.0,0.0008237790316343307,3.9967633549822494,0.5369562429841608,0.0,0.0,4.5371170330327
marker_directed_b1024_s01,marker_directed,b1024,s01,7,512,64,,,,0.30825746059417725,1.0,0.4067797362804413,0.4657708704471588,0.38986074924468994,1.0,320,,,3,,0.5,0.5,0.4551093648177376,0.28645886712560936,0.4134521227735274,0.7620445242850544,0.7973429568973659,0.874504875268783,1.6406250518562853,0.4551093648177376,0.8932168394534268,,,,,0.0,0.0007973710307851434,3.9987614270066842,0.5443415470654145,0.0,0.0,4.546212380984798
marker_directed_b1024_s01,marker_directed,b1024,s01,8,576,64,,,,0.3788677155971527,0.9210110902786255,0.4804396331310272,0.5650425553321838,0.474445641040802,0.9210110902786255,320,,,3,,0.5,0.5,0.42143854393361935,0.27838098158391067,0.3972635354169816,0.7452848351012495,0.7657848661756065,0.8328704097486886,1.1627590647910961,0.42143854393361935,0.8818665301067936,,,,,0.0,0.0007872428977862,4.069049944053404,0.5614794959546998,0.0,0.0,4.634299447992817
marker_directed_b1024_s01,marker_directed,b1024,s01,9,640,64,,,,0.39392364025115967,1.0,0.5023709535598755,0.5867007374763489,0.48932909965515137,1.0,320,,,3,,0.5,0.5,0.42602890685808853,0.26886498388674496,0.37860332254839757,0.5872015840499314,0.7390540332777442,0.7952350660907781,1.203188418884014,0.42602890685808853,0.8136899869169509,,,,,0.0,0.0008320769993588328,4.07728893996682,0.5628854150418192,0.0,0.0,4.6442117400001734
